Timestamp,Material_Composition,F_Out_Pressure,Sensor1_Current,Sensor1_Current_Percent,Sensor1_Oil_Temp,Sensor1_Oil_Flow,Sensor2_Inlet_Pressure,Sensor2_Outlet_Pressure,Sensor2_Diff_Pressure,Sensor2_Outlet_Flow,Sensor2_Reject_Flow,Sensor2_Current,Sensor2_Current_Percent,Sensor3_Inlet_Pressure,Sensor3_Outlet_Pressure,Sensor3_Diff_Pressure,Sensor3_Outlet_Flow,Sensor3_Reject_Flow,Sensor3_Current,Sensor3_Current_Percent,Sensor4_Inlet_Pressure,Sensor4_Outlet_Pressure,Sensor4_Diff_Pressure,Sensor4_Outlet_Flow,Sensor4_Reject_Flow,Sensor4_Current,Sensor4_Current_Percent,Sensor5_Inlet_Pressure,Sensor5_Outlet_Pressure,Sensor5_Diff_Pressure,Sensor5_Outlet_Flow,Sensor5_Reject_Flow,Sensor5_Current,Sensor5_Current_Percent,Sensor6_Inlet_Pressure,Sensor6_Outlet_Pressure,Sensor6_Diff_Pressure,Sensor6_Outlet_Flow,Sensor6_Reject_Flow,Sensor6_Current,Sensor6_Current_Percent,Sensor7_Inlet_Pressure,Sensor7_Outlet_Pressure,Sensor7_Diff_Pressure,Sensor7_Outlet_Flow,Sensor7_Reject_Flow,Sensor7_Current,Sensor7_Current_Percent,Sensor8_Inlet_Pressure,Sensor8_Outlet_Pressure,Sensor8_Diff_Pressure,Sensor8_Outlet_Flow,Sensor8_Reject_Flow,Sensor8_Current,Sensor8_Current_Percent,Sensor9_Inlet_Pressure,Sensor9_Outlet_Pressure,Sensor9_Diff_Pressure,Sensor9_Outlet_Flow,Sensor9_Reject_Flow,Sensor9_Current,Sensor9_Current_Percent,Sensor10_Inlet_Pressure,Sensor10_Outlet_Pressure,Sensor10_Diff_Pressure,Sensor10_Outlet_Flow,Sensor10_Reject_Flow,Sensor10_Current,Sensor10_Current_Percent,Sensor11_Wash_Water_Pressure,Sensor11_Level,Sensor11_Speed,Sensor11_Vacuum_Pressure,Sensor11_Current,Sensor11_Current_Percent,Sensor12_Wash_Water_Pressure,Sensor12_Level,Sensor12_Speed,Sensor12_Vacuum_Pressure,Sensor12_Current,Sensor12_Current_Percent,Sensor13_Temperature,Sensor13_Current,Sensor13_Outlet_Consistency,Sensor13_Blade_Gap,Sensor14_Inlet_Consistency,Sensor14_Inlet_Pressure,Sensor14_Outlet_Pressure,Sensor14_Outlet_Flow,Pre_Freeness,Target_Value,Sequence_ID
2024-08-28 03:53:00,3A+2ST,2.11,196.0234985,82.01820374,63.52941132,-1,2.026825428,1.456351519,0.570473909,27603.57031,6338.963867,174.8775482,55.51668549,1.816159248,2.117647171,-0.301487923,4570.992676,2844.266602,250.8491669,79.63465118,1.911192536,1.650171638,0.261020899,11153.58203,6578.591797,143.6789551,64.43002319,1.932249904,1.625543594,0.306706309,8643.014648,6371.709473,143.5080566,64.35338593,1.928038478,1.641748667,0.286289811,11099.71777,6588.693359,145.0278473,65.03490448,2.359716177,2.078919649,0.280796528,6815.289551,1186.724609,146.1417542,82.10211182,2.468207836,2.19015789,0.278049946,10379.7207,1249.393433,145.094986,81.51403809,1.860837698,1.629755139,0.231082559,8867.705078,1240.83313,138.1681519,77.62255859,2.933760643,3.021469355,-0.087708712,1819.363647,1436.347046,118.3276138,98.6063385,12.5,91.02159119,19.1722641,-0.652765691,11.66033459,48.58472824,12.5,95.26665497,27.0,-0.418356597,11.27324295,46.97184753,111.6563644,97.68215179,4.824566841,0.175783932,4.647745132,2.419592619,2.717692852,4721.904297,580.4196167,448.1727295,3
2024-08-28 03:54:00,3A+2ST,2.11,182.1622009,76.2184906,63.52941132,-1,2.044953108,1.47219038,0.572762728,27794.91797,7071.519043,173.0647736,54.94119644,1.816159248,2.119935989,-0.303776741,4649.606934,2900.938232,249.9610901,79.35272217,1.911192536,1.650171638,0.261020899,11192.9502,6593.484375,143.9719238,64.56140137,1.929961085,1.621057391,0.308903694,8605.783203,6383.306152,142.592514,63.94283295,1.928038478,1.641748667,0.286289811,11039.29102,6599.984375,144.423584,64.7639389,2.359716177,2.081391573,0.278324604,6803.616699,1188.921997,150.2326965,84.40039063,2.465919018,2.18109417,0.284824848,10368.73438,1255.069824,147.8614502,83.06822968,1.854062676,1.627374649,0.226688027,8878.691406,1242.938843,137.9064636,77.47554016,2.93165493,3.021469355,-0.089814425,1819.363647,1436.347046,118.6205826,98.85047913,12.5,90.90867615,19.63950729,-0.641504526,11.79583454,49.14931107,12.5,95.30175018,27.0,-0.399465919,11.21025372,46.70939255,111.6563644,99.47661591,4.991989136,0.175783932,4.462195873,2.419592619,2.717692852,4736.858398,576.2020264,447.7210693,3
2024-08-28 03:55:00,3A+2ST,2.11,218.4969788,91.42133331,63.52941132,-1,2.03360033,1.461203933,0.572396398,27693.75,7608.392578,174.3923035,55.36263657,1.834287047,2.135774851,-0.301487803,4610.299805,2999.999756,250.1899719,79.42539215,1.909086704,1.648065925,0.26102078,11192.9502,6572.365723,143.9719238,64.56140137,1.927580714,1.623437881,0.304142833,8590.523438,6368.200195,144.1123047,64.6243515,1.92574954,1.641748667,0.284000874,11032.27246,6588.693359,145.9372864,65.44272614,2.359716177,2.078919649,0.280796528,6808.880859,1193.453857,147.9842834,83.13723755,2.468207836,2.185671806,0.28253603,10403.06738,1252.735229,145.8960876,81.96409607,1.862943411,1.629755139,0.233188272,8867.705078,1238.269653,133.9490356,75.25226593,2.938429832,3.023575306,-0.085145473,1819.363647,1437.491455,118.3978043,98.6648407,12.5,91.02159119,19.25315094,-0.633234143,11.46147823,47.75616074,12.5,95.30175018,27.0,-0.399465919,11.15532112,46.48050308,111.6563644,95.71068573,5.031296253,0.175783932,4.475684643,2.419592619,2.717692852,4729.53418,576.0494385,449.2225342,3
2024-08-28 03:56:00,3A+2ST,2.11,178.3840637,74.63768005,63.60875702,-1,2.056305885,1.485831976,0.570473909,28293.43164,7177.233398,176.4522705,56.01659393,1.841245174,2.151613712,-0.310368538,4661.692383,2665.552979,250.4005432,79.49223328,1.904417515,1.645777106,0.258640409,11181.96387,6563.69873,143.9719238,64.56140137,1.925474882,1.618951678,0.306523204,8628.366211,6368.200195,144.728775,64.90079498,1.921263456,1.639459848,0.281803608,11159.83789,6592.660156,146.0898743,65.51115417,2.355321646,2.076813936,0.27850771,6775.692383,1191.119263,149.5704651,84.02835083,2.458960772,2.183199883,0.275760889,10391.85156,1258.457275,148.7853851,83.58729553,1.851956964,1.629755139,0.222201824,8867.705078,1231.769287,136.7154999,76.80646515,2.93165493,3.019088984,-0.087434053,1821.469482,1436.347046,118.6999283,98.91661072,12.5,90.90867615,19.71182632,-0.644525826,11.66033459,48.58472824,12.5,95.37499237,27.0,-0.376760483,11.17473125,46.56138229,111.7326584,90.73014069,4.682719231,0.171969175,4.584389687,2.419592619,2.717692852,4778.66748,578.4664307,447.7210693,3
2024-08-28 03:57:00,3A+2ST,2.11,195.8831177,81.95946503,63.60875702,-1,2.060791969,1.488395572,0.572396398,27874.11328,8000.0,176.2233887,55.94393158,1.85452044,2.156191349,-0.301670909,4673.533203,159.3499603,249.9610901,79.35272217,1.906797886,1.650171638,0.256626248,11181.96387,6563.69873,144.5883942,64.83784485,1.927580714,1.623437881,0.304142833,8613.717773,6371.709473,144.423584,64.7639389,1.92574954,1.641748667,0.284000874,11107.34766,6588.693359,145.6443176,65.31135559,2.359716177,2.078919649,0.280796528,6792.629883,1188.921997,154.0566101,86.54865265,2.463355541,2.18109417,0.282261372,10391.85156,1256.122681,148.0003052,83.14624023,1.860837698,1.629755139,0.231082559,8878.691406,1238.269653,138.3123474,77.7035675,2.936141014,3.021469355,-0.085328341,1819.363647,1435.294067,119.9847412,99.98728943,12.5,91.24894714,20.13205338,-0.612176657,11.4336462,47.64019394,12.5,95.41771698,27.0,-0.388906717,11.22893143,46.78721619,111.8028564,87.8614502,4.797284126,0.175783932,4.490821838,2.419592619,2.717692852,4793.469238,578.8997803,448.7769775,3
2024-08-28 03:58:00,3A+2ST,2.11,197.2320099,82.52384949,63.52941132,-1,2.067749977,1.492790103,0.574959874,27908.9043,6604.104492,176.0128174,55.87708282,1.852414727,2.167361021,-0.314946294,4724.925781,2646.234619,247.6813965,78.62901306,1.902311683,1.645777106,0.256534576,11198.90137,6587.625,145.4734039,65.23471069,1.920897245,1.618951678,0.301945567,8590.523438,6364.385254,143.8193359,64.49297333,1.918791533,1.634973645,0.283817887,11114.36719,6592.660156,144.728775,64.90079498,2.368963242,2.085877657,0.283085585,6780.957031,1193.453857,147.7279358,82.9932251,2.468207836,2.192446709,0.275761127,10397.11523,1267.383789,146.9428558,82.55216217,1.862943411,1.629755139,0.233188272,8862.439453,1240.83313,135.1293182,75.91535187,2.933760643,3.019088984,-0.085328341,1825.864014,1436.347046,118.9227142,99.1022644,12.5,90.80033875,20.01109695,-0.661890626,11.40727901,47.53033066,12.5,95.49095917,24.0,-0.349660516,10.95646572,45.65193939,111.9493408,100.8377228,4.771709442,0.175783932,4.418494225,2.419592619,2.717692852,4638.89502,581.0361328,450.2906799,3
2024-08-28 03:59:00,3A+2ST,2.11,201.4434967,84.28598022,63.60875702,-1,2.06985569,1.499565125,0.570290565,27885.55859,4590.157715,174.8775482,55.51668549,1.838681579,2.153719425,-0.315037847,4712.840332,2322.77417,248.1300049,78.77143097,1.906797886,1.652735233,0.254062653,11148.31738,6581.643555,144.2648926,64.69277954,1.925474882,1.621057391,0.304417491,8620.737305,6368.200195,144.1123047,64.6243515,1.923643827,1.641748667,0.281895161,11023.72754,6581.063477,145.0278473,65.03490448,2.355321646,2.072144747,0.283176899,6797.894043,1183.245605,148.6465302,83.50928497,2.461249828,2.18109417,0.280155659,10391.85156,1255.069824,144.7051239,81.29501343,1.85854888,1.627374649,0.231174231,8862.439453,1236.16394,135.5245361,76.13738251,2.929365873,3.016983271,-0.087617397,1821.469482,1431.815063,118.6205826,98.85047913,12.5,91.13755798,20.62091446,-0.640741587,11.42522335,47.60509872,12.5,95.37499237,26.0,-0.390402079,11.16557598,46.52323532,112.098877,88.4779129,4.631448746,0.171969175,4.338475704,2.419592619,2.717692852,4763.256348,579.3637085,450.4310608,3
2024-08-28 04:00:00,3A+2ST,2.11,189.9992371,79.49758911,63.52941132,-1,2.042664289,1.481437445,0.561226845,27761.50195,6935.896973,177.129776,56.23167801,1.834287047,2.156191349,-0.321904302,4691.844238,2266.102051,248.8258209,78.99232483,1.902311683,1.650171638,0.252140045,11187.68652,6569.558105,145.0278473,65.03490448,1.923002958,1.621057391,0.301945567,8590.523438,6349.278809,145.7846985,65.37430573,1.921263456,1.637079477,0.284183979,11159.83789,6581.063477,146.5293427,65.70822906,2.355321646,2.074433565,0.280888081,6837.262695,1189.974854,152.6039581,85.7325592,2.465919018,2.17871356,0.287205458,10379.7207,1253.788086,148.7853851,83.58729553,1.860837698,1.629755139,0.231082559,8867.705078,1240.83313,138.1681519,77.62255859,2.92726016,3.016983271,-0.08972311,1816.983276,1433.096802,120.1312256,100.1093521,12.5,90.83543396,20.12265396,-0.664118409,11.40727901,47.53033066,12.5,95.30175018,26.0,-0.406179905,11.09233189,46.2180481,111.7326584,91.32830048,4.056305885,0.168459609,4.187594414,2.419592619,2.717692852,4933.241699,576.6536865,451.1879272,3
2024-08-28 04:01:00,3A+2ST,2.11,194.058136,81.19586945,63.60875702,-1,2.049347639,1.474662423,0.574685216,27738.15625,7475.456055,176.2233887,55.94393158,1.845639706,2.162966251,-0.317326546,4701.121582,1934.584595,248.8258209,78.99232483,1.911192536,1.655024052,0.256168485,11170.97754,6578.591797,143.831543,64.49845123,1.932249904,1.621057391,0.311192513,8560.921875,6349.278809,144.728775,64.90079498,1.928038478,1.64385438,0.284184098,11016.70898,6592.660156,144.728775,64.90079498,2.362004995,2.076813936,0.285191059,6821.011719,1191.119263,150.3715515,84.47840118,2.470313549,2.192446709,0.27786684,10403.06738,1252.735229,147.3487396,82.78018951,1.85854888,1.629755139,0.22879374,8862.439453,1242.938843,139.2362823,78.22263336,2.933760643,3.019088984,-0.085328341,1816.983276,1436.347046,118.3978043,98.6648407,12.5,91.13755798,20.78725815,-0.653589725,11.45305538,47.72106552,12.5,95.37499237,26.0,-0.373037279,11.137743,46.40726089,110.8964691,102.345314,4.329442024,0.164187074,3.876676559,2.419592619,2.717692852,4921.64502,578.3138428,449.8268127,3
2024-08-28 04:02:00,3A+2ST,2.11,186.8253632,78.16960907,63.60875702,-1,2.051453352,1.479056954,0.572396398,27852.14063,7584.222168,177.3403473,56.29852295,1.852414727,2.16058588,-0.308171153,4695.140137,2999.999756,246.802475,78.34999084,1.904417515,1.650171638,0.254245877,11176.7002,6587.625,144.5883942,64.83784485,1.920897245,1.621057391,0.299839854,8582.589844,6368.200195,144.423584,64.7639389,1.918791533,1.637079477,0.281712055,11205.61523,6577.09668,147.1457977,65.98465729,2.359716177,2.074433565,0.285282612,6803.616699,1188.921997,149.3141022,83.88433075,2.468207836,2.188052177,0.280155659,10397.11523,1259.510132,146.5476532,82.33014679,1.860837698,1.629755139,0.231082559,8873.426758,1245.227783,136.1867676,76.5094223,2.929365873,3.019088984,-0.08972311,1816.983276,1436.347046,118.7701263,98.97510529,12.5,91.13755798,20.64323807,-0.591790676,11.25236893,46.88487244,12.5,95.41771698,26.0,-0.363210499,11.02897644,45.95407104,109.7673035,105.207901,4.984542847,0.164187074,4.023162842,2.419592619,2.717692852,4887.922363,570.7575684,451.1879272,3
